Mods count: 355
 
jar name                                                                              | mod id (isMCreator)                                      | mixin configs
    /META-INF/jarjar/fabric-loader-2.6.0+0.15.0+1.20.1-full.jar                       |                                                          | 
    /META-INF/jarjar/fabric-lifecycle-events-v1-2.2.23+afab492177.jar                 | fabric_lifecycle_events_v1                               | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
    /META-INF/jarjar/fabric-key-binding-api-v1-1.0.38+561530ec77.jar                  | fabric_key_binding_api_v1                                | fabric-key-binding-api-v1.mixins.json
    /META-INF/jarjar/fabric-item-group-api-v1-4.0.14+c9161c2d77.jar                   | fabric_item_group_api_v1                                 | fabric-item-group-api-v1.client.mixins.json, fabric-item-group-api-v1.mixins.json
    /META-INF/jarjar/fabric-item-api-v1-2.1.29+4d0bbcfa77.jar                         | fabric_item_api_v1                                       | fabric-item-api-v1.client.mixins.json, fabric-item-api-v1.mixins.json
    /META-INF/jarjar/fabric-game-rule-api-v1-1.0.41+683d4da877.jar                    | fabric_game_rule_api_v1                                  | fabric-game-rule-api-v1.mixins.json, fabric-game-rule-api-v1.client.mixins.json
    /META-INF/jarjar/fabric-events-interaction-v0-0.6.5+0f26153f77.jar                | fabric_events_interaction_v0                             | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json
    /META-INF/jarjar/fabric-entity-events-v1-1.6.1+4ca7515277.jar                     | fabric_entity_events_v1                                  | fabric-entity-events-v1.client.mixins.json, fabric-entity-events-v1.mixins.json
    /META-INF/jarjar/fabric-dimensions-v1-2.1.55+8005d10d77.jar                       | fabric_dimensions_v1                                     | 
    /META-INF/jarjar/fabric-data-generation-api-v1-12.3.7+369cb3a477.jar              | fabric_data_generation_api_v1                            | fabric-data-generation-api-v1.mixins.json
    /META-INF/jarjar/fabric-data-attachment-api-v1-1.0.2+30ef839e77.jar               | fabric_data_attachment_api_v1                            | fabric-data-attachment-api-v1.mixins.json, fabric-data-attachment-api-v1.client.mixins.json
    /META-INF/jarjar/fabric-convention-tags-v1-1.5.6+fa3d1c0177.jar                   | fabric_convention_tags_v1                                | 
    /META-INF/jarjar/fabric-content-registries-v0-4.0.13+a670df1e77.jar               | fabric_content_registries_v0                             | fabric-content-registries-v0.mixins.json
    /META-INF/jarjar/fabric-command-api-v2-2.2.14+561530ec77.jar                      | fabric_command_api_v2                                    | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
    /META-INF/jarjar/fabric-command-api-v1-1.2.35+f71b366f77.jar                      | fabric_command_api_v1                                    | 
    /META-INF/jarjar/fabric-client-tags-api-v1-1.1.3+5d6761b877.jar                   | fabric_client_tags_api_v1                                | 
    /META-INF/jarjar/fabric-blockrenderlayer-v1-1.1.42+1d0da21e77.jar                 | fabric_blockrenderlayer_v1                               | fabric-blockrenderlayer-v1.mixins.json
    /META-INF/jarjar/fabric-block-view-api-v2-1.0.3+53347ba977.jar                    | fabric_block_view_api_v2                                 | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json
    /META-INF/jarjar/fabric-block-api-v1-1.0.12+0e6cb7f777.jar                        | fabric_block_api_v1                                      | 
    /META-INF/jarjar/fabric-biome-api-v1-13.0.14+dc36698e77.jar                       | fabric_biome_api_v1                                      | fabric-biome-api-v1.mixins.json
    /META-INF/jarjar/fabric-api-lookup-api-v1-1.6.37+67f9824077.jar                   | fabric_api_lookup_api_v1                                 | fabric-api-lookup-api-v1.mixins.json
    /META-INF/jarjar/fabric-api-base-0.4.32+ef105b4977.jar                            | fabric_api_base                                          | fabric-api-base.init.mixins.json
fabric-language-kotlin-1.11.0+kotlin.2.0.0.jar                                        | fabric-language-kotlin                                   | 
    /META-INF/jars/atomicfu-jvm-0.24.0.jar                                            | org_jetbrains_kotlinx_atomicfu-jvm                       | 
    /META-INF/jars/kotlin-reflect-2.0.0.jar                                           | org_jetbrains_kotlin_kotlin-reflect                      | 
    /META-INF/jars/kotlin-stdlib-2.0.0.jar                                            | org_jetbrains_kotlin_kotlin-stdlib                       | 
    /META-INF/jars/kotlin-stdlib-jdk7-2.0.0.jar                                       | org_jetbrains_kotlin_kotlin-stdlib-jdk7                  | 
    /META-INF/jars/kotlin-stdlib-jdk8-2.0.0.jar                                       | org_jetbrains_kotlin_kotlin-stdlib-jdk8                  | 
    /META-INF/jars/kotlinx-coroutines-core-jvm-1.8.1.jar                              | org_jetbrains_kotlinx_kotlinx-coroutines-core-jvm        | 
    /META-INF/jars/kotlinx-coroutines-jdk8-1.8.1.jar                                  | org_jetbrains_kotlinx_kotlinx-coroutines-jdk8            | 
    /META-INF/jars/kotlinx-datetime-jvm-0.6.0.jar                                     | org_jetbrains_kotlinx_kotlinx-datetime-jvm               | 
    /META-INF/jars/kotlinx-serialization-cbor-jvm-1.6.3.jar                           | org_jetbrains_kotlinx_kotlinx-serialization-cbor-jvm     | 
    /META-INF/jars/kotlinx-serialization-core-jvm-1.6.3.jar                           | org_jetbrains_kotlinx_kotlinx-serialization-core-jvm     | 
    /META-INF/jars/kotlinx-serialization-json-jvm-1.6.3.jar                           | org_jetbrains_kotlinx_kotlinx-serialization-json-jvm     | 
fancymenu_forge_3.7.0_MC_1.20.1.jar                                                   | fancymenu                                                | fancymenu.mixins.json, fancymenu.forge.mixins.json
    /META-INF/jarjar/animated-gif-lib-for-java-animated-gif-lib-1.7.jar               |                                                          | 
    /META-INF/jarjar/japng-0.5.3.jar                                                  |                                                          | 
FarmersDelight-1.20.1-1.2.9.jar                                                       | farmersdelight                                           | farmersdelight.mixins.json
farmersrespite-1.20.1-2.1.2.jar                                                       | farmersrespite                                           | farmersrespite.mixins.json
fasterrandom-5.1.0.jar                                                                | faster-random                                            | fasterrandom.mixins.json
fastquit-3.0.0+1.20+.jar                                                              | fastquit                                                 | fastquit.mixins.json
ferritecore-6.0.1-forge.jar                                                           | ferritecore                                              | ferritecore.modelsides.mixin.json, ferritecore.mrl.mixin.json, ferritecore.dedupbakedquad.mixin.json, ferritecore.threaddetec.mixin.json, ferritecore.blockstatecache.mixin.json, ferritecore.dedupmultipart.mixin.json, ferritecore.fastmap.mixin.json, ferritecore.predicates.mixin.json
foglooksmodernnow-1.2.1.jar                                                           | foglooksmodernnow                                        | foglooksmodernnow.mixins.json
foragersinsight-1.20.1-1.0(TnT).jar                                                   | foragersinsight                                          | foragersinsight.mixins.json
forge-dungeonsdelight-1.20.1-1.2.10.jar                                               | dungeonsdelight                                          | dungeonsdelight.mixin.json
forge-runiclib-1.20.1-4.3.7.jar                                                       | runiclib                                                 | runiclib.forge.mixins.json, runiclib.mixins.json
ForgeConfigScreens-v8.0.2-1.20.1-Forge.jar                                            | forgeconfigscreens                                       | 
frame_changer-1.20.1-2.0.2-all.jar                                                    | frame_changer                                            | frame_changer.mixins.json
framework-forge-1.20.1-0.7.6.jar                                                      | framework                                                | 
fzzy_config-0.7.2+1.20.1+forge.jar                                                    | fzzy_config                                              | 
    /META-INF/jars/jankson-1.2.3.jar                                                  |                                                          | 
    /META-INF/jars/tomlkt-jvm-0.3.7.jar                                               |                                                          | 
gallery-1.20.1-1.0.3.jar                                                              | gallery                                                  | gallery.mixins.json
Galosphere-1.20.1-1.4.1-Forge.jar                                                     | galosphere                                               | galosphere.mixins.json
galospheric_delight-1.20.1-6.42.jar                                                   | galospheric_delight                                      | galospheric_delight.mixins.json, farmersdelight.mixins.json
gardens-of-the-dead-forge-4.0.1.jar                                                   | gardens_of_the_dead                                      | mixins.gardens_of_the_dead.common.json
    /META-INF/jars/TerraBlender-forge-1.20.1-3.0.0.167.jar                            | terrablender                                             | terrablender.mixins.json, terrablender_forge.mixins.json
geckolib-forge-1.20.1-4.7.4.jar                                                       | geckolib                                                 | geckolib.mixins.json
    /META-INF/jarjar/mclib-20.jar                                                     |                                                          | 
global-server-config-forge-1.18.2+-1.0.jar                                            | global_server_config                                     | global_server_config.mixins.json
habitat-1.3.1.jar                                                                     | habitat                                                  | habitat.mixins.json
hardcorerevival-forge-1.20.1-12.0.8.jar                                               | hardcorerevival                                          | hardcorerevival.mixins.json
hardernaturalhealing-1.20-46.1.14.jar                                                 | hardernaturalhealing                                     | 
hauntedharvest-1.20-3.2.0.jar                                                         | hauntedharvest                                           | hauntedharvest-common.mixins.json, hauntedharvest.mixins.json
healpgood-1.4.1F.jar                                                                  | healpgood                                                | mixins.healpgood.json
heart_crystals-1.20.1-2.1.1.jar                                                       | heart_crystals                                           | heart_crystals.mixins.json
hearthandharvest-1.20.1-1.0.12.jar                                                    | hearthandharvest                                         | 
heartstone-1.20-1.3.0.jar                                                             | heartstone                                               | heartstone-common.mixins.json, heartstone.mixins.json
holdmyitems-1.20.1-4v2.0.jar                                                          | holdmyitems                                              | holdmyitems.mixins.json
hourglass-1.20-1.2.1.1.jar                                                            | hourglass                                                | 
idas_forge-1.10.3+1.20.1.jar                                                          | idas                                                     | idas.mixins.json
immersive-hotbar-1.0.4-1.20-1.20.4.jar                                                | immersive-hotbar                                         | immersive-hotbar.mixins.json, immersive-hotbar.client.mixins.json
immersive_aircraft-1.4.0+1.20.1-forge.jar                                             | immersive_aircraft                                       | immersive_aircraft.mixins.json
    /META-INF/jars/MathParser.org-mXparser-5.2.1.jar                                  |                                                          | 
immersive_melodies-0.6.0+1.20.1-forge.jar                                             | immersive_melodies                                       | immersive_melodies.mixin.json
immersive_weathering-1.20.1-2.0.5-forge.jar                                           | immersive_weathering                                     | immersive_weathering-common.mixins.json, immersive_weathering.mixins.json
ImmersiveUI-FORGE-0.3.0.jar                                                           | immersiveui                                              | immersiveui-common.mixins.json, immersiveui.mixins.json
incubation-1.20.1-4.0.4.jar                                                           | incubation                                               | incubation.mixins.json
integrated_api-1.5.1+1.20.1-forge.jar                                                 | integrated_api                                           | integrated_api-forge.mixins.json, integrated_api-common.mixins.json
integrated_stronghold-1.1.1+1.20.1-forge.jar                                          | integrated_stronghold                                    | integrated_stronghold-common.mixins.json
integrated_villages-1.1.4+1.20.1-forge.jar                                            | integrated_villages                                      | integrated_villages-common.mixins.json
item-descriptions-forge-2.5.1+1.20.1.jar                                              | item_descriptions                                        | item-descriptions.mixins.json
    /META-INF/jars/kaleido-config-0.3.3+1.3.2.jar                                     |                                                          | 
Jade-1.20.1-Forge-11.13.2.jar                                                         | jade                                                     | jade.mixins.json
Jadens-Nether-Expansion-2.3.5.jar                                                     | netherexp                                                | mixins.netherexp.refmap.json, mixins.netherexp.json
jeed-1.20-2.2.5.jar                                                                   | jeed                                                     | jeed-common.mixins.json, jeed.mixins.json
Kiwi-1.20.1-Forge-11.9.2.jar                                                          | kiwi                                                     | kiwi.mixins.json
konkrete_forge_1.8.0_MC_1.20-1.20.1.jar                                               | konkrete                                                 | konkrete.mixin-refmap.json, konkrete.mixin.json
kotlinforforge-4.11.0-all.jar                                                         |                                                          | 
    /META-INF/jarjar/kfflang-4.11.0.jar                                               |                                                          | 
    /META-INF/jarjar/kfflib-4.11.0.jar                                                |                                                          | 
    /META-INF/jarjar/kffmod-4.11.0.jar                                                | kotlinforforge                                           | 
kubejs-forge-2001.6.5-build.16.jar                                                    | kubejs                                                   | kubejs-common.mixins.json, kubejs-forge.mixins.json
language-reload-1.5.10+1.20.1.jar                                                     | languagereload                                           | languagereload.mixins.json
largemeals-1.20.1-1.3.0.jar                                                           | largemeals                                               | 
lexiconfig-forge-1.4.18-1.jar                                                         | lexiconfig                                               | lexiconfig.forge.mixins.json, lexiconfig.mixins.json
libjf-3.12.5.jar                                                                      | libjf                                                    | 
    /META-INF/jars/libjf-base-unspecified.jar                                         | libjf-base                                               | 
        /META-INF/jars/fabric-lifecycle-events-v1-2.2.21+b3afc78b77.jar               | fabric-lifecycle-events-v1                               | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
    /META-INF/jars/libjf-config-commands-v1-unspecified.jar                           | libjf-config-commands-v1                                 | 
        /META-INF/jars/fabric-command-api-v2-2.2.12+b3afc78b77.jar                    | fabric-command-api-v2                                    | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
    /META-INF/jars/libjf-config-core-v1-unspecified.jar                               | libjf-config-core-v1                                     | 
    /META-INF/jars/libjf-config-reflect-v1-unspecified.jar                            | libjf-config-reflect-v1                                  | 
    /META-INF/jars/libjf-config-ui-tiny-v1-unspecified.jar                            | libjf-config-ui-tiny-v1                                  | 
        /META-INF/jars/fabric-resource-loader-v0-0.11.9+132c48c177.jar                | fabric-resource-loader-v0                                | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
    /META-INF/jars/libjf-data-manipulation-v0-unspecified.jar                         | libjf-data-manipulation-v0                               | libjf-data-manipulation-v0.mixins.json
    /META-INF/jars/libjf-data-v0-unspecified.jar                                      | libjf-data-v0                                            | libjf-data-v0.mixins.json
        /META-INF/jars/fabric-resource-loader-v0-0.11.9+132c48c177.jar                | fabric-resource-loader-v0                                | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
    /META-INF/jars/libjf-translate-v1-unspecified.jar                                 | libjf-translate-v1                                       | 
    /META-INF/jars/libjf-unsafe-v0-unspecified.jar                                    | libjf-unsafe-v0                                          | libjf-unsafe-v0.mixins.json
    /META-INF/jars/libjf-web-v0-unspecified.jar                                       | libjf-web-v0                                             | 
        /META-INF/jars/fabric-command-api-v2-2.2.12+b3afc78b77.jar                    | fabric-command-api-v2                                    | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
lithostitched-forge-1.20.1-1.4.11.jar                                                 | lithostitched                                            | lithostitched.mixins.json, lithostitched.forge.mixins.json
Log-Begone-Forge-1.20.1-1.0.8.jar                                                     | logbegone                                                | 
lootr-forge-1.20-0.7.35.93.jar                                                        | lootr                                                    | lootr.mixins.json
man_of_many_planes-0.2.0+1.20.1-forge.jar                                             | man_of_many_planes                                       | man_of_many_planes-common.mixins.json, man_of_many_planes.mixins.json
material-beacons-1.0.1+1.20.1.jar                                                     | material_beacons                                         | material_beacons.mixins.json
MEED-1.20.1-5.7.jar                                                                   | moderately_enough_effect_desc (MCreator mod)             | 
melody_forge_1.0.3_MC_1.20.1-1.20.4.jar                                               | melody                                                   | melody.forge.mixins.json, melody.mixins.json
memoryleakfix-forge-1.17+-1.1.5.jar                                                   | memoryleakfix                                            | memoryleakfix.mixins.json, memoryleakfix-16.mixins.json
midnightlib-forge-1.4.2.jar                                                           | midnightlib                                              | midnightlib.mixins.json
mindful_eating-1.20.1-3.0.1.jar                                                       | mindful_eating                                           | mindful_eating.mixins.json
minecraft-cursor-forge-3.10.0+1.20.1.jar                                              | minecraft_cursor                                         | minecraft-cursor.forge.mixins.json, minecraft-cursor.mixins.json
    /META-INF/jarjar/io.github.fishstiz.minecraft-cursor-common-api-3.10.0+1.20.1.jar |                                                          | 
miners_delight-1.20.1-1.2.3.jar                                                       | miners_delight                                           | miners_delight.mixins.json
miningmaster-1.20.1-4.1.3.jar                                                         | miningmaster                                             | mining-master.mixins.json
mob-ai-tweaks-1.8.4-1.20.1.jar                                                        | mob-ai-tweaks                                            | mob-ai-tweaks.mixins.json
modelfix-1.15.jar                                                                     | modelfix                                                 | modelfix.mixins.json
modernfix-forge-5.24.4+mc1.20.1.jar                                                   | modernfix                                                | modernfix-common.mixins.json, modernfix-forge.mixins.json
modmenu-7.2.2.jar                                                                     | modmenu                                                  | mixins.modmenu.json
    /META-INF/jars/fabric-api-base-0.4.29+b04edc7a77.jar                              | fabric-api-base                                          | 
    /META-INF/jars/fabric-resource-loader-v0-0.11.7+f7923f6d77.jar                    | fabric-resource-loader-v0                                | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
    /META-INF/jars/fabric-screen-api-v1-2.0.6+b3afc78b77.jar                          | fabric-screen-api-v1                                     | fabric-screen-api-v1.mixins.json
    /META-INF/jars/fabric-key-binding-api-v1-1.0.36+fb8d95da77.jar                    | fabric-key-binding-api-v1                                | fabric-key-binding-api-v1.mixins.json
    /META-INF/jars/fabric-lifecycle-events-v1-2.2.20+b3afc78b77.jar                   | fabric-lifecycle-events-v1                               | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
molten_metals-1.20.1-0.1.4-forge.jar                                                  | molten_metals                                            | molten_metals.mixins.json, molten_metals-common.mixins.json
moonlight-1.20-2.16.10-forge.jar                                                      | moonlight                                                | moonlight.mixins.json, moonlight-common.mixins.json
mostructures-1.4.5+1.20.1.jar                                                         | mostructures                                             | mostructures.mixins.json
    /META-INF/jars/omega-config-1.4.1-1.20.1.jar                                      | omega-config                                             | omega-config.mixins.json
MouseTweaks-forge-mc1.20.1-2.25.1.jar                                                 | mousetweaks                                              | mousetweaks-fabric.mixins.json, mousetweaks.mixins.refmap.json, mousetweaks.mixins.json
mowziesmobs-1.7.3.jar                                                                 | mowziesmobs                                              | mowziesmobs.mixins.json
moyai-1.20-2.0.2.jar                                                                  | moyai                                                    | moyai-common.mixins.json, moyai.mixins.json
MRU-1.0.4+1.20.1+forge.jar                                                            | mru                                                      | mru.mixins.json
MyNethersDelight-1.20.1-0.1.8.jar                                                     | mynethersdelight                                         | mynethersdelight.mixins.json
mysticaloaktree-1.20-1.11.jar                                                         | mysticaloaktree                                          | mysticaloaktree-common.mixins.json, mysticaloaktree.mixins.json
natures_spirit-2.2.5-1.20.1.jar                                                       | natures_spirit                                           | natures_spirit.mixins.json
NaturesCompass-1.20.1-1.11.2-forge.jar                                                | naturescompass                                           | 
neapolitan-1.20.1-5.1.0.jar                                                           | neapolitan                                               | neapolitan.mixins.json
Necronomicon-Forge-1.6.0+1.20.1.jar                                                   | necronomicon                                             | necronomicon-common.mixins.json
NekosEnchantedBooks-1.19.3-2.0.3.jar                                                  | nebs                                                     | 
netherportalspread-1.20.1-8.4.jar                                                     | netherportalspread                                       | netherportalspread_forge.mixins.json, netherportalspread_fabric.mixins.json
nirvana-forge-1.2.1.jar                                                               | nirvana                                                  | nirvana.forge.mixins.json, nirvana.mixins.json
    /META-INF/jarjar/Registrate-MC1.20-1.3.3.jar                                      |                                                          | 
    /META-INF/jarjar/hats-forge-1.20.1-1.2.1.jar                                      | galena_hats                                              | galena_hats.mixins.json
    /META-INF/jarjar/multikulti-core-forge-1.20.1-1.1.2.jar                           | multikulti_core                                          | 
    /META-INF/jarjar/multikulti-registrate-forge-1.20.1-1.1.2.jar                     | multikulti_registrate                                    | multikulti_registrate.mixins.json
noisium-forge-2.3.0+mc1.20-1.20.1.jar                                                 | noisium                                                  | noisium-common.mixins.json
Not Enough Recipe Book-FORGE-0.4.1+1.20.1.jar                                         | nerb                                                     | nerb-common.mixins.json
notenoughanimations-forge-1.10.2-mc1.20.1.jar                                         | notenoughanimations                                      | notenoughanimations.refmap.mixins.json, notenoughanimations.mixins.json
    /META-INF/jars/TRansition-1.0.4-1.20.1-forge-SNAPSHOT.jar                         | transition                                               | transition.mixins.json, transition.refmap.mixins.json
    /META-INF/jars/TRender-1.0.6-1.20.1-forge-SNAPSHOT.jar                            | trender                                                  | trender.mixins.json, trender.refmap.mixins.json
Obscure-Tooltips-2.2.jar                                                              | obscure_tooltips                                         | obscure_tooltips.mixins.json
obscure_api-15.jar                                                                    | obscure_api                                              | obscure_api.mixins.json
obscure_api_modification-1.20.1-1.0.3-all.jar                                         | obscure_api_modification                                 | obscure_api_modification.mixins.json
obscure_tooltips_fix-1.20.1-1.3.0-all.jar                                             | obscure_tooltips_fix                                     | obscure_tooltips_fix.mixins.json
ObsidianUI-forge-0.2.3+mc1.20.1.jar                                                   | obsidianui                                               | obsidianui.forge.mixins.json
OctoLib-FORGE-0.5.0.1+1.20.1.jar                                                      | octolib                                                  | octolib-common.mixins.json
    /META-INF/jars/snakeyaml-2.2.jar                                                  |                                                          | 
oculus-mc1.20.1-1.8.0.jar                                                             | oculus                                                   | mixins.oculus.compat.sodium.json, sodiumCompatibility-oculus-mixins-refmap.json, mixins.oculus.integrationtest.json, mixins.oculus.compat.dh.json, mixins.oculus.vertexformat.json, mixins.oculus.fixes.maxfpscrash.json, oculus-batched-entity-rendering.mixins.json, mixins.oculus.compat.indium.json, mixins.oculus.json, oculus-mixins-refmap.json, mixins.oculus.compat.indigo.json, mixins.oculus.bettermipmaps.json, mixins.oculus.compat.pixelmon.json, mixins.oculus.fantastic.json
    /META-INF/jars/jcpp-1.4.14.jar                                                    |                                                          | 
ohmymeteors-1.0.0+1.20.1.jar                                                          | ohmymeteors                                              | ohmymeteors.mixins.json
    /META-INF/jars/particleanimationlib-0.1.2.jar                                     | particleanimationlib                                     | particleanimationlib.mixins.json
    /META-INF/jars/structureplacerapi-1.1.6+1.20.1.jar                                | structureplacerapi                                       | 
OneEnoughItem-1.0.3_hotfix-all.jar                                                    | oneenoughitem                                            | oneenoughitem.mixins.json
    /META-INF/jarjar/oelib-1319210-6841973.jar                                        | oelib                                                    | oelib.mixins.json
onion_onion-1.20.1-2.0.4.jar                                                          | onion_onion                                              | onion_onion.mixins.json
Oreganized 1.20.1-4.2.4.jar                                                           | oreganized                                               | oreganized.mixins.json
    /META-INF/jarjar/hats-forge-1.20.1-1.2.1.jar                                      | galena_hats                                              | galena_hats.mixins.json
    /META-INF/jarjar/multikulti-datagen-forge-fix-1.20.1-1.1.2.jar                    | multikulti_datagen_fixes                                 | multikulti_datagen_fixes.mixins.json
Oreganized Carcinogenius 1.20.1-4.1.0.jar                                             | oreganized_carcinogenius                                 | 
out_of_sight-1.20.1-1.0.3.jar                                                         | out_of_sight                                             | out_of_sight.mixins.json
owo-lib-0.11.2+1.20.jar                                                               | owo                                                      | owo.mixins.json
    /META-INF/jars/jankson-1.2.2.jar                                                  | blue_endless_jankson                                     | 
packetfixer-3.3.0-1.18-1.20.4-merged.jar                                              | packetfixer                                              | packetfixer.v1_20_2.neoforge.mixins.json, packetfixer.v1_20_2.fabric.mixins.json, packetfixer.v1_19_3.fabric.mixins.json, packetfixer.v1_19_4.forge.mixins.json, packetfixer.v1_19_3.forge.mixins.json, packetfixer.v1_18.forge.mixins.json, packetfixer.v1_20_2.forge.mixins.json, packetfixer.v1_19.forge.mixins.json, packetfixer.v1_18.fabric.mixins.json, packetfixer.v1_19.fabric.mixins.json
paradise-lost-2.2.4-beta+1.20.0.jar                                                   | paradise_lost                                            | paradise_lost.mixins.json
    /META-INF/jars/cardinal-components-base-5.2.2.jar                                 | cardinal-components-base                                 | 
    /META-INF/jars/cardinal-components-entity-5.2.2.jar                               | cardinal-components-entity                               | mixins.cardinal_components_entity.json
    /META-INF/jars/customportalapi-0.0.1-beta65-1.20.jar                              | customportalapi                                          | customportalapi.mixins.json
    /META-INF/jars/Fabric-ASM-2.3.jar                                                 | mm                                                       | mixins.mm.json, mixins.mm.refmap.json
particle_core-0.2.6+1.20.1+forge.jar                                                  | particle_core                                            | particle_core.mixins.json
    /META-INF/jars/conditional-mixin-forge-0.6.4.jar                                  | conditional_mixin                                        | 
particlerain-4.0.0-alpha.3+1.20.1-forge.jar                                           | particlerain                                             | particlerain.mixins.json
PassableFoliage-1.20.1-forge-8.2.1.jar                                                | passablefoliage                                          | passablefoliage.mixins.json
Patchouli-1.20.1-84.1-FORGE.jar                                                       | patchouli                                                | patchouli_xplat.mixins.json
Paxi-1.20-Forge-4.0.jar                                                               | paxi                                                     | paxi.mixins.json, paxi_forge.mixins.json
peculiars-1.20.1-5.0.0.jar                                                            | peculiars                                                | 
personality-1.20.1-4.1.0.jar                                                          | personality                                              | personality.mixins.json
perspective-1.2.0-alpha.2+1.20.0-1.jar                                                | perspective                                              | mclegoman-perspective.mixins.json
    /META-INF/jars/fabric-simplelibs-2.0.0-Fabric.jar                                 | fabric-simplelibs                                        | 
    /META-INF/jars/releasetypeutils-2.0.0.jar                                         | com_github_mclegoman_releasetypeutils                    | 
    /META-INF/jars/crowdin-translate-1.4+1.19.3.jar                                   | crowdin-translate                                        | mixins.crowdintranslate.json
pet_cemetery-1.20.1-2.0.0.jar                                                         | pet_cemetery                                             | pet_cemetery.mixins.json
Placebo-1.20.1-8.6.3.jar                                                              | placebo                                                  | placebo.mixins.json
Platform-forge-1.20.1-1.2.10.1.jar                                                    | platform                                                 | platform.mixins.json, platform-common.mixins.json
player-animation-lib-forge-1.0.2-rc1+1.20.jar                                         | playeranimator                                           | playerAnimator-common.mixins.json
playeranimatorapi-forge-1.20.1-2.1.7.jar                                              | playeranimatorapi                                        | playeranimatorapi-common.mixins.json, playeranimatorapi.mixins.json
    /META-INF/jars/zigysmultiloaderutils-forge-1.20.1-1.3.1.jar                       | zigysmultiloaderutils                                    | zigysmultiloaderutils-common.mixins.json, zigysmultiloaderutils.mixins.json
polymorph-forge-0.49.10+1.20.1.jar                                                    | polymorph                                                | polymorph.mixins.json, polymorph-integrations.forge.mixins.json
    /META-INF/jarjar/spectrelib-forge-0.13.17+1.20.1.jar                              | spectrelib                                               | 
polytone-1.20-3.5.7.jar                                                               | polytone                                                 | polytone.mixins.json, polytone-common.mixins.json
    /META-INF/jars/exp4j-0.4.8.jar                                                    |                                                          | 
portfolio-1.20.1-1.4.0-forge.jar                                                      | portfolio                                                | 
Poscendo-1.20.1-1.1.0.jar                                                             | poscendo                                                 | poscendo.mixins.json
potionparticlepack-1.0.1.jar                                                          | potionparticlepack                                       | potionparticlepack.mixins.json
    /META-INF/jars/cardinal-components-base-5.2.1.jar                                 | cardinal-components-base                                 | 
    /META-INF/jars/cardinal-components-entity-5.2.1.jar                               | cardinal-components-entity                               | mixins.cardinal_components_entity.json
Prism-1.20.1-forge-1.0.5.jar                                                          | prism                                                    | prism.mixins.json
PuzzlesLib-v8.1.33-1.20.1-Forge.jar                                                   | puzzleslib                                               | puzzleslib.common.mixins.json, puzzleslib.forge.mixins.json
    /META-INF/jarjar/puzzlesaccessapi-forge-20.1.1.jar                                | puzzlesaccessapi                                         | puzzlesaccessapi.forge.mixins.json, puzzlesaccessapi.common.mixins.json
Quark-4.0-462.jar                                                                     | quark                                                    | quark.mixins.json, quark_integrations.mixins.json, quark.mixins.refmap.json
radium-mc1.20.1-0.12.4+git.26c9d8e.jar                                                | radium                                                   | lithium.mixins.json, mixins.lithium.refmap.json
    /META-INF/jars/NanoLiveConfig-1.2.1.jar                                           |                                                          | 
rainbowoaks-forge-1.20-1.0.0.jar                                                      | rainbowoaks                                              | rainbowoaks.forge.mixins.json, rainbowoaks.mixins.json
raised-forge-1.20.1-5.0.1.jar                                                         | raised                                                   | raised.mixins.json
randommobsizes-forge-1.20.1-2.2.3.jar                                                 | random_mob_sizes                                         | random_mob_sizes.mixins.json
raspberry_core-1.7+1.20.1.jar                                                         | raspberry                                                | raspberry.mixins.json
realmrpg_skeletons-1.1.0-forge-1.20.1.jar                                             | realmrpg_skeletons (MCreator mod)                        | 
REIPluginCompatibilities-forge-12.0.93.jar                                            | rei_plugin_compatibilities                               | rei-jei-internals-workaround.mixins.json
resourcefulconfig-forge-1.20.1-2.1.3.jar                                              | resourcefulconfig                                        | 
resourcefullib-forge-1.20.1-2.1.29.jar                                                | resourcefullib                                           | 
    /META-INF/jars/yabn-1.0.3.jar                                                     | com_teamresourceful_yabn                                 | 
    /META-INF/jars/bytecodecs-1.0.2.jar                                               | com_teamresourceful_bytecodecs                           | 
ResourcePackOverrides-v8.0.3-1.20.1-Forge.jar                                         | resourcepackoverrides                                    | resourcepackoverrides.common.mixins.json, resourcepackoverrides.forge.mixins.json
respackopts-4.6.2.jar                                                                 | respackopts                                              | respackopts.mixins.json, respackopts.client.mixins.json
    /META-INF/jars/muscript-1.4-SNAPSHOT.jar                                          | io_gitlab_jfronny_muscript                               | 
respiteful-1.2.1.jar                                                                  | respiteful                                               | respiteful.mixins.json
